mmp_ID	DB	assembly_accession	bioproject_accession	biosample_accession	genbank_accession	NCBI_refseq_accession	analysis_project_type	sequencing_depth	publication_pmid	ref_biomaterial	tRNAs	rRNA5S	rRNA16S	rRNA23S	GC	contigs	Assembly_length	N50	genomes	markers	marker_sets	zero	one	two	three	four	fivepluss	Completeness	Contamination	Strain_heterogeneity
MMP03496287	MarRef	GCA_001865655.1	PRJNA281767	SAMN03496287	CP011318	NZ_CP011318.1	Whole genome sequencing (WGS)	60	missing	missing	44	0	2	2	39.72954922	1	4639957	4639957	47	571	303	1	565	5	0	0	0	99.67	1.06	0
MMP03565637	MarRef	GCA_001077815.1	PRJNA241282	SAMN03565637	CP011310	NZ_CP011310.1|NZ_CP015441.1	Whole genome sequencing (WGS)	missing	26220886	26220886	46	1	1	1	58.333837	2	3226360	3012400	26	569	293	4	558	7	0	0	0	99.14	1.08	0
MMP03571531	MarRef	GCA_001430865.1	PRJNA282571	SAMN03571531	CP011373	NZ_CP011373.1	Whole genome sequencing (WGS)	195	missing	missing	36	0	3	3	35.45142605	1	2884294	2884294	81	511	283	3	502	6	0	0	0	99.35	0.8	83.33
MMP03580996	MarRef	GCA_001017575.1	PRJNA239573	SAMN03580996	CP011372	NZ_CP011372.1	Whole genome sequencing (WGS)	21	26472835	missing	47	0	3	3	29.8440467	1	1563033	1563033	110	450	273	4	446	0	0	0	0	98.78	0	0
MMP03581174	MarRef	GCA_001007875.1	PRJNA282984	SAMN03581174	CP011412|CP011413	NZ_CP011412.1|NZ_CP011413.1	Whole genome sequencing (WGS)	294	26089430	26089430	51	2	2	2	57.61515328	2	3962285	3928944	112	577	287	2	571	4	0	0	0	99.77	0.55	0
MMP03652800	MarRef	GCA_001989655.1	PRJNA283570	SAMN03652800	CP011458|CP011459	missing	Whole genome sequencing (WGS)	87	28160295	missing	4	2	1	1	37.94136803	2	4443514	3468040	77	946	363	8	936	2	0	0	0	98.55	0.41	0
MMP03652921	MarRef	GCA_002795845.1	PRJNA283582	SAMN03652921	CP011797	NZ_CP011797.1	Whole genome sequencing (WGS)	49	28000419	28000419	52	5	5	5	52.99839347	1	3660060	3660060	263	503	228	7	489	7	0	0	0	99.16	1.39	0
MMP03658145	MarRef	GCA_001008165.2	PRJNA282882	SAMN03658145	CP011452|CP011453	NZ_CP011452.2|NZ_CP011453.2	Whole genome sequencing (WGS)	102	26508671	24030689	47	2	2	2	61.91045683	2	3475107	3386291	26	569	293	3	562	4	0	0	0	99.48	0.55	0
MMP03699827	MarRef	GCA_001011035.1	PRJNA284218	SAMN03699827	CP011492	NZ_CP011492.1	Whole genome sequencing (WGS)	87.7	26319318	missing	59	5	5	5	73.06757911	1	8039334	8039334	455	315	190	0	312	3	0	0	0	100	1.58	0
MMP03701403	MarRef	GCA_001043175.1	PRJNA284323	SAMN03701403	CP011494	NZ_CP011494.1	Whole genome sequencing (WGS)	42|35	26908308	18523195	54	3	3	3	53.84486109	1	3998598	3998598	263	505	231	1	504	0	0	0	0	99.99	0	0
MMP03701450	MarRef	GCA_001305655.1	PRJNA284332	SAMN03701450	CP011564|CP011565	NZ_CP011564.1|NZ_CP011565.1	Whole genome sequencing (WGS)	634	27182430	24352146	46	1	1	1	62.76081651	2	2253501	2129244	60	359	235	5	351	3	0	0	0	98.23	1.06	0
MMP03738170	MarRef	GCA_001664505.1	PRJNA285121	SAMN03738170	CP011806	CP011806.1	Whole genome sequencing (WGS)	33	27577966	27577966	46	1	1	0	66.76922871	1	5989546	5989546	2258	188	117	1	182	4	1	0	0	99.15	3.47	0
MMP03755233	MarRef	GCA_001190965.1	PRJNA285662	SAMN03755233	CP011947|CP011948|CP011949|CP011950|CP011951	NZ_CP011947.1|NZ_CP011948.1|NZ_CP011949.1|NZ_CP011950.1|NZ_CP011951.1	Whole genome sequencing (WGS)	450	missing	missing	1	2	2	2	66.20396718	5	3918455	2945391	40	417	263	3	414	0	0	0	0	99.44	0	0
MMP03757733	MarRef	GCA_001028705.1	PRJNA285726	SAMN03757733	CP011770|CP011771|CP011772	NZ_CP011770.1|NZ_CP011771.1|NZ_CP011772.1	Whole genome sequencing (WGS)	100	missing	25713040	51	1	1	1	62.60797678	3	3863563	3543806	26	569	293	3	563	3	0	0	0	99.46	0.32	0
MMP03764476	MarRef	GCA_001028625.1	PRJNA286057	SAMN03764476	CP011805	NZ_CP011805.1	Whole genome sequencing (WGS)	169	missing	19651736	47	1	1	1	64.65406115	1	2885034	2885034	26	569	293	3	562	2	2	0	0	99.48	0.62	12.5
MMP03766451	MarRef	GCA_001729625.1	PRJNA322176	SAMN03766451	CP017117	missing	Metagenome assembled genome (MAG)	133	27681823	missing	30	0	1	1	20.91778093	1	593367	593367	138	338	246	255	83	0	0	0	0	15.72	0	0
MMP03776897	MarRef	GCA_001266795.1	PRJNA287153	SAMN03776897	CP011929	NZ_CP011929.1	Whole genome sequencing (WGS)	missing	26404584	missing	53	3	3	3	56.92438715	1	4768423	4768423	263	506	232	0	504	2	0	0	0	100	0.46	0
MMP03793171	MarRef	GCA_001187785.1	PRJNA288075	SAMN03793171	CP012154	NZ_CP012154.1	Whole genome sequencing (WGS)	106	missing	25903846	49	1	1	1	65.25570567	1	3675203	3675203	67	481	276	3	472	6	0	0	0	99.64	1.14	0
MMP03799769	MarRef	GCA_001682195.1	PRJNA167040	SAMN03799769	CP003560|CP003561|CP003562	NZ_CP003562.1:NZ_CP003560.1:NZ_CP003561.1	Whole genome sequencing (WGS)	missing	missing	10.1007/s11802-012-1929-3	1	0	8	8	34.53558007	3	7327615	5056210	47	454	336	6	439	7	2	0	0	98.36	1.77	0
MMP03837864	MarRef	GCA_001308265.1	PRJNA280136	SAMN03837864	CP012023	NZ_CP012023.1	Whole genome sequencing (WGS)	1063	26689483	24425746	48	2	2	2	56.24045558	1	3096706	3096706	67	616	330	3	612	1	0	0	0	99.24	0.3	0
MMP03840244	MarRef	GCA_001046955.1	PRJNA63153	SAMN03840244	CP010855|CP010856|CP010865|CP010866|CP010857|CP010858|CP010859|CP010860|CP010861|CP010862|CP010863|CP010864	NZ_CP010855.1|NZ_CP010856.1|NZ_CP010857.1|NZ_CP010858.1|NZ_CP010859.1|NZ_CP010860.1| NZ_CP010861.1|NZ_CP010862.1|NZ_CP010863.1|NZ_CP010864.1|NZ_CP010865.1|NZ_CP010866.1	Whole genome sequencing (WGS)	32	26079637	19712323	46	2	2	2	65.20797199	12	5252391	3727131	46	654	332	4	646	3	1	0	0	99.29	1.05	16.67
MMP03846661	MarRef	GCA_001050135.1	PRJNA289169	SAMN03846661	CP012040	NZ_CP012040.1	Whole genome sequencing (WGS)	101	missing	missing	43	4	4	4	38.31080551	1	6158830	6158830	47	454	336	0	453	1	0	0	0	100	0.3	0
MMP03891579	MarRef	GCA_001187845.1	PRJNA290421	SAMN03891579	CP012160|CP012161	NZ_CP012160.1| NZ_CP012161.1	Whole genome sequencing (WGS)	158	26358607	25816810	39	1	1	1	54.68298379	2	3264629	3233068	67	614	328	2	610	2	0	0	0	99.39	0.61	0
MMP03896005	MarRef	GCA_001281485.1	PRJNA290561	SAMN03896005	CP012669	NZ_CP012669.1	Whole genome sequencing (WGS)	292	19568419|26655255	17911284	44	1	1	1	61.50271188	1	2786257	2786257	26	569	293	4	559	6	0	0	0	99.25	1.31	0
MMP03965495	MarRef	GCA_002072815.1	PRJNA161089	SAMN03965495	CP012331	NZ_CP012331.1	Whole genome sequencing (WGS)	100	Doi.org/10.1016/j.margen.2017.05.010	Doi.org/10.1016/j.margen.2017.05.010	46	2	2	2	61.45270621	1	4733951	4733951	356	448	269	0	445	3	0	0	0	100	0.74	0
MMP03975699	MarRef	GCA_001435295.1	PRJNA292373	SAMN03975699	LJCE01000000	NZ_CM003594.1|NZ_CM003595.1	Whole genome sequencing (WGS)	208	26879123	26879123	57	6	6	6	42.72090624	2	3514999	3470205	87	674	364	0	673	1	0	0	0	100	0.27	0
MMP03975701	MarRef	GCA_001435845.1	PRJNA292375	SAMN03975701	LJCF01000000.1	NZ_CM003596.1|NZ_CM003597.1|NZ_CM003598.1|NZ_CM003599.1|NZ_CM003600.1	Whole genome sequencing (WGS)	130	26879123	26879123	52	5	5	5	42.81863109	5	3282857	3256231	87	674	364	1	667	6	0	0	0	99.95	1.19	0
MMP03996324	MarRef	GCA_002953515.1	PRJNA231221	SAMN03996324	CP014053,CP014054,CP014052	NZ_CP014052.1│NZ_CP0140532.1│NZ_CP014054.1	Whole genome sequencing (WGS)	22.448	missing	missing	13	14	13	13	44.47122646	3	5446027	3418310	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
MMP03996326	MarRef	GCA_002953535.1	PRJNA231221	SAMN03996326	CP014040,CP014041	NZ_CP014040.1│NZ_CP014041.1	Whole genome sequencing (WGS)	23.822	missing	missing	13	13	12	12	44.54833728	2	5268677	3434696	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
MMP03997282	MarRef	GCA_001708405.1	PRJNA293128	SAMN03997282	CP012418	NZ_CP012418.1	Whole genome sequencing (WGS)	423	missing	22685109	42	2	2	2	43.399609	1	2496141	2496141	899	312	185	0	309	3	0	0	0	100	0.8	0
MMP04027252	MarRef	GCA_002407485.1	PRJNA294591	SAMN04027252	CP012621	NZ_CP012621.1	Whole genome sequencing (WGS)	368	missing	missing	97	8	8	8	63.83050542	1	4174222	4174222	899	312	185	2	309	1	0	0	0	99.94	0.09	0
MMP04054243	MarRef	GCA_001281385.1	PRJNA229178	SAMN04054243	CP006911	NZ_CP006911.1	Whole genome sequencing (WGS)	2000	26494659	missing	39	1	1	1	37.43830754	1	1714149	1714149	1495	242	151	2	240	0	0	0	0	98.68	0	0
MMP04096401	MarRef	GCA_002407505.1	PRJNA296374	SAMN04096401	CP012737|CP012738	NZ_CP012737.1:NZ_CP012738.1	Whole genome sequencing (WGS)	130	missing	missing	104	0	9	9	38.97089704	2	4859883	3952635	26	752	296	0	749	3	0	0	0	100	0.3	0
MMP04098990	MarRef	GCA_001854065.1	PRJNA296583	SAMN04098990	CP012969	NZ_CP012969.1	Whole genome sequencing (WGS)	missing	missing	missing	53	5	5	5	43.89768396	1	3138121	3138121	87	674	364	0	672	2	0	0	0	100	0.55	0
MMP04098991	MarRef	GCA_001433715.1	PRJNA296407	SAMN04098991	CP013120	NZ_CP013120.1	Whole genome sequencing (WGS)	105	27013039	Http://epic.awi.de/3069/	60	5	5	6	43.63176988	1	4686201	4686201	52	693	297	2	689	2	0	0	0	99.84	0.28	0
MMP04101985	MarRef	GCA_001682295.1	PRJNA296603	SAMN04101985	CP012749|CP015204|CP015205|CP015203	NZ_CP015203.1:NZ_CP015204.1:NZ_CP015205.1:NZ_CP012749.1	Whole genome sequencing (WGS)	176	27587827	missing	54	5	5	5	62.305151	4	7438325	6570200	120	572	265	1	569	2	0	0	0	99.94	0.38	0
MMP04116623	MarRef	GCA_001932675.1	PRJNA297197	SAMN04116623	CP012872	NZ_CP012872.1	Whole genome sequencing (WGS)	240	missing	17551208	44	0	3	3	36.88370386	1	4086551	4086551	33	496	263	2	491	3	0	0	0	99.43	0.76	0
MMP04156175	MarRef	GCA_001310225.1	PRJNA298144	SAMN04156175	CP012898	NZ_CP012898.1	Whole genome sequencing (WGS)	150	26969704	26969704	40	0	2	2	31.80115501	1	3994771	3994771	47	571	303	4	563	4	0	0	0	98.68	0.53	0
MMP04168691	MarRef	GCA_001854425.1	PRJNA263670	SAMN04168691	CP013013|CP013014	NZ_CP013013.1:NZ_CP013014.1	Whole genome sequencing (WGS)	80	27786291	27786291	96	9	8	8	47.60744886	2	4050928	2925022	67	1130	369	2	1126	2	0	0	0	99.64	0.05	0
MMP04191486	MarRef	GCA_001761425.1	PRJNA296403	SAMN04191486	CP012986	CP012986.1	Metagenome assembled genome (MAG)	50	26914534	26914534	35	0	1	1	46.36814373	1	1118575	1118575	207	149	107	15	134	0	0	0	0	87.77	0	0
MMP04215004	MarRef	GCA_001420915.1	PRJNA299531	SAMN04215004	CP013021	NZ_CP013021.1	Whole genome sequencing (WGS)	100	20363930	20363930	91	8	7	7	45.95987864	1	4416601	4416601	899	312	185	0	311	1	0	0	0	100	0.27	0
MMP04255090	MarRef	GCA_001444365.1	PRJNA29235	SAMN04255090	CP013145	NZ_CP013145.1	Whole genome sequencing (WGS)	10	missing	missing	85	10	9	9	39.39969271	1	4337946	4337946	52	693	297	0	689	4	0	0	0	100	0.73	0
MMP04259808	MarRef	GCA_001444405.1	PRJNA301786	SAMN04259808	CP013187|CP013188	NZ_CP013187.1|NZ_CP013188.1	Whole genome sequencing (WGS)	97	12710630	12710630	116	0	9	9	40.57995154	2	4868994	3845520	26	752	296	1	748	2	1	0	0	99.66	1.01	20
MMP04285689	MarRef	GCA_001887055.1	PRJNA303095	SAMN04285689	CP013826|CP013827	NZ_CP013826.1:NZ_CP013827.1	Whole genome sequencing (WGS)	391.1	missing	missing	14	10	9	9	45.23201579	5	5443402	3416467	80	922	367	0	920	2	0	0	0	100	0.08	0
MMP04299559	MarRef	GCA_001455325.1	PRJNA304356	SAMN04299559	CP013350|CP013351	NZ_CP013350.1|NZ_CP013351.1	Whole genome sequencing (WGS)	169	26732413	10.1099/00207713-52-1-229	103	0	8	8	40.28971272	2	4131542	3402324	26	752	296	0	750	2	0	0	0	100	0.34	0
MMP04309069	MarRef	GCA_001514395.1	PRJNA304760	SAMN04309069	CP013944|CP013945|CP013946|CP013947|CP013948	NZ_CP013944.1	Whole genome sequencing (WGS)	1997|12|00	missing	missing	57	6	6	6	39.65153318	5	3489745	3167361	1164	275	174	3	272	0	0	0	0	98.81	0	0
MMP04309076	MarRef	GCA_001534725.1	PRJNA304762	SAMN04309076	CP013975|CP013976|CP013977|CP013978	NZ_CP013975.1|NZ_CP013976.1|NZ_CP013977.1|NZ_CP013978.1	Whole genome sequencing (WGS)	55|27.40	missing	missing	57	6	6	6	39.66782872	4	3423536	3205229	1164	275	174	3	272	0	0	0	0	98.81	0	0
MMP04316368	MarRef	GCA_001481685.1	PRJNA61347	SAMN04316368	CP006867	NZ_CP006867.1	Whole genome sequencing (WGS)	200	missing	11155984	50	0	1	1	44.90042046	1	1394665	1394665	41	245	158	1	241	3	0	0	0	99.37	1.48	0
MMP04320552	MarRef	GCA_001482385.1	PRJNA305221	SAMN04320552	CP013611|CP013612|CP013613	NZ_CP013611.1|NZ_CP013613.1|NZ_CP013612.1	Whole genome sequencing (WGS)	63	26970053	missing	1	11	10	10	47.7043955	3	5913781	4532889	26	752	296	1	748	2	1	0	0	99.89	0.48	0
MMP04320555	MarRef	GCA_001469735.1	PRJNA305220	SAMN04320555	CP013484|CP013485|CP013486|CP013487|CP013488	NZ_CP013484.1 |NZ_CP013485.1|NZ_CP013486.1|NZ_CP013487.1|NZ_CP013488.1	Whole genome sequencing (WGS)	102	27211073	4935323	13	12	11	11	44.51221227	5	5724940	3362673	80	922	367	1	915	6	0	0	0	99.95	0.65	0
MMP04324273	MarRef	GCA_001466725.1	PRJNA305323	SAMN04324273	CP013650	NZ_CP013650.1	Whole genome sequencing (WGS)	39	missing	missing	36	0	2	2	30.82321654	1	3296169	3296169	52	693	297	3	685	4	1	0	0	99.71	0.98	0
MMP04331436	MarRef	GCA_001465835.1	PRJNA305663	SAMN04331436	CP013661|CP013660	NZ_CP013661.2|NZ_CP013660.2	Whole genome sequencing (WGS)	279.99	missing	10.2323/jgam.31.441	72	9	9	9	40.91476885	2	3485580	3472056	750	275	151	1	273	0	1	0	0	99.34	1.32	0
MMP04346845	MarRef	GCA_001483385.1	PRJNA305919	SAMN04346845	CP013671	NZ_CP013671.1	Whole genome sequencing (WGS)	240.85	26893432	missing	70	0	10	10	31.48047822	1	2918254	2918254	53	548	298	4	543	1	0	0	0	99.11	0.07	0
MMP04362159	MarRef	GCA_001932595.1	PRJNA306730	SAMN04362159	CP013757|CP013758|CP013759|CP013760|CP013761	NZ_CP013757.1:NZ_CP013758.1:NZ_CP013759.1:NZ_CP013760.1:NZ_CP013761.1	Whole genome sequencing (WGS)	107	missing	missing	57	6	6	6	39.66273052	5	3354470	3042741	1164	275	174	3	272	0	0	0	0	98.81	0	0
MMP04362160	MarRef	GCA_001932735.1	PRJNA306730	SAMN04362160	CP013762|CP013763|CP013764|CP013765|CP013766|CP013767	NZ_CP013762.1:NZ_CP013763.1:NZ_CP013764.1:NZ_CP013765.1:NZ_CP013766.1:NZ_CP013767.1	Whole genome sequencing (WGS)	107	missing	missing	57	6	6	6	39.66015934	6	3349100	3042830	1164	275	174	3	272	0	0	0	0	98.81	0	0
MMP04362173	MarRef	GCA_001932755.1	PRJNA306730	SAMN04362173	CP013768|CP013769|CP013770|CP013771|CP013772	NZ_CP013768.1:NZ_CP013769.1:NZ_CP013770.1:NZ_CP013771.1 :NZ_CP013772.1	Whole genome sequencing (WGS)	107	missing	missing	57	6	6	6	39.66847218	5	3308200	3054745	1164	275	174	5	270	0	0	0	0	98.05	0	0
MMP04362174	MarRef	GCA_001932775.1	PRJNA306730	SAMN04362174	CP013773|CP013774|CP013775|CP013776|CP013777	NZ_CP013773.1:NZ_CP013774.1:NZ_CP013775.1:NZ_CP013776.1:NZ_CP013777.1	Whole genome sequencing (WGS)	107	missing	missing	57	6	6	6	39.68625978	5	3285458	3046533	1164	275	174	3	272	0	0	0	0	98.81	0	0
MMP04362175	MarRef	GCA_001932795.1	PRJNA306730	SAMN04362175	CP013778|CP013779|CP013780	NZ_CP013778.1:NZ_CP013779.1:NZ_CP013780.1	Whole genome sequencing (WGS)	107	missing	missing	57	6	6	6	39.67887748	3	3429720	3141542	1164	275	174	3	272	0	0	0	0	98.81	0	0
MMP04362177	MarRef	GCA_001932815.1	PRJNA306730	SAMN04362177	CP013781|CP013782|CP013783|CP013784|CP013785	NZ_CP013781.1:NZ_CP013782.1:NZ_CP013783.1:NZ_CP013784.1:NZ_CP013785.1	Whole genome sequencing (WGS)	107	missing	missing	57	6	6	6	39.63893647	5	3515615	3192742	1164	275	174	3	272	0	0	0	0	98.81	0	0
MMP04362178	MarRef	GCA_001932835.1	PRJNA306730	SAMN04362178	CP013786|CP013787|CP013788|CP013789|CP013790	NZ_CP013786.1:NZ_CP013787.1:NZ_CP013788.1:NZ_CP013789.1:NZ_CP013790.1	Whole genome sequencing (WGS)	107	missing	missing	57	6	6	6	39.64152938	5	3516384	3193374	1164	275	174	3	272	0	0	0	0	98.81	0	0
MMP04362179	MarRef	GCA_001932855.1	PRJNA306730	SAMN04362179	CP013791|CP013792|CP013793|CP013794|CP013795	NZ_CP013791.1:NZ_CP013792.1:NZ_CP013793.1:NZ_CP013794.1:NZ_CP013795.1	Whole genome sequencing (WGS)	107	missing	missing	57	6	6	6	39.86084124	5	3515554	3187881	1164	275	174	3	272	0	0	0	0	98.81	0	0
MMP04362180	MarRef	GCA_001932875.1	PRJNA306730	SAMN04362180	CP013796|CP013797|CP013798|CP013799|CP013800	NZ_CP013796.1:NZ_CP013797.1:NZ_CP013798.1:NZ_CP013799.1:NZ_CP013800.1	Whole genome sequencing (WGS)	107	missing	missing	57	6	6	6	39.740365	5	3489053	3186791	1164	275	174	4	271	0	0	0	0	98.53	0	0
MMP04364235	MarRef	GCA_001991055.1	PRJNA306799	SAMN04364235	CP019634|CP019635	NZ_CP019634.1:NZ_CP019635.1	Whole genome sequencing (WGS)	304.7	28145490	16023243	15	10	9	8	45.41147663	2	5634111	3515540	80	922	367	0	921	1	0	0	0	100	0.05	0
MMP04370084	MarRef	GCA_002005305.1	PRJNA306925	SAMN04370084	CP014782	NZ_CP014782.1	Whole genome sequencing (WGS)	180	Https://doi.org/10.1016/j.margen.2017.03.004	17220442	106	10	9	9	44.30407879	1	6353406	6353406	30	868	324	4	856	6	2	0	0	99.47	1.34	0
MMP04376232	MarRef	GCA_001932895.1	PRJNA306730	SAMN04376232	CP013801|CP013802|CP013803|CP013804|CP013805	NZ_CP013801.1:NZ_CP013802.1:NZ_CP013803.1:NZ_CP013804.1:NZ_CP013805.1	Whole genome sequencing (WGS)	107	missing	missing	57	6	6	6	39.64352793	5	3509729	3186151	1164	275	174	3	272	0	0	0	0	98.81	0	0
MMP04376257	MarRef	GCA_001932955.1	PRJNA306730	SAMN04376257	CP013821|CP013822|CP013823|CP013824|CP013825	NZ_CP013821.1:NZ_CP013822.1:NZ_CP013823.1:NZ_CP013824.1:NZ_CP013825.1	Whole genome sequencing (WGS)	107	29164068	missing	57	6	6	6	39.64304389	5	3511245	3187449	1164	275	174	5	270	0	0	0	0	98.05	0	0
MMP04376258	MarRef	GCA_001746795.1	PRJNA306730	SAMN04376258	CP013816|CP013817|CP013818|CP013819|CP013820	NZ_CP013816.1:NZ_CP013817.1:NZ_CP013818.1:NZ_CP013819.1:NZ_CP013820.1	Whole genome sequencing (WGS)	107	missing	missing	57	6	6	6	39.8606268	5	3515598	3187887	1164	275	174	3	272	0	0	0	0	98.81	0	0
MMP04376266	MarRef	GCA_001932935.1	PRJNA306730	SAMN04376266	CP013811|CP013812|CP013813|CP013814|CP013815	NZ_CP013811.1,NZ_CP013812.1,NZ_CP013813.1,NZ_CP013814.1,NZ_CP013815.1	Whole genome sequencing (WGS)	107	missing	missing	57	6	6	6	39.8606268	5	3515597	3187888	1164	275	174	3	272	0	0	0	0	98.81	0	0
MMP04376290	MarRef	GCA_001932915.1	PRJNA306730	SAMN04376290	CP013806|CP013807|CP013808|CP013809|CP013810	NZ_CP013806.1:NZ_CP013807.1:NZ_CP013808.1:NZ_CP013809.1:NZ_CP013810.1	Whole genome sequencing (WGS)	107	missing	missing	57	6	6	6	39.63870767	5	3515769	3192856	1164	275	174	3	272	0	0	0	0	98.81	0	0
MMP04450249	MarRef	GCA_001687105.1	PRJNA310305	SAMN04450249	CP014595|CP014596|CP014597|CP014598|CP014599|CP014600|CP014601	NZ_CP014595.1:NZ_CP014596.1:NZ_CP014597.1:NZ_CP014598.1:NZ_CP014599.1:NZ_CP014600.1:NZ_CP014601.1	Whole genome sequencing (WGS)	missing	28138356	28138356	14	5	5	5	64.97557705	7	5522062	2902170	46	654	332	2	645	6	1	0	0	99.4	1.98	11.11
MMP04451729	MarRef	GCA_001697185.1	PRJNA309604	SAMN04451729	CP014224	NZ_CP014224.1	Whole genome sequencing (WGS)	267	missing	20070508	52	0	4	4	31.63536527	1	3427058	3427058	53	548	298	12	533	3	0	0	0	96.85	0.67	0
MMP04457466	MarRef	GCA_002215135.1	PRJNA312018	SAMN04457466	CP014636|CP014637|CP014638	NZ_CP014636.1:NZ_CP014637.1:NZ_CP014638.1	Whole genome sequencing (WGS)	42	missing	missing	8	11	10	10	45.00524066	6	5540338	3294490	80	922	367	0	919	3	0	0	0	100	0.1	0
MMP04486749	MarRef	GCA_001880285.1	PRJNA311623	SAMN04486749	CP016269	NZ_CP016269.1	Whole genome sequencing (WGS)	1063	28153900	28153900	48	0	3	3	30.7431928	1	3074210	3074210	2921	152	93	0	152	0	0	0	0	100	0	0
MMP04487762	MarRef	GCA_900106075.1	PRJEB16501	SAMN04487762	LT629794	NZ_LT629794.1	Whole genome sequencing (WGS)	missing	missing	missing	41	0	3	3	30.88530922	1	3227924	3227924	53	548	298	4	539	4	1	0	0	98.88	1.57	28.57
MMP04487764	MarRef	GCA_900104765.1	PRJEB16403	SAMN04487764	LT629737	NZ_LT629737.1	Whole genome sequencing (WGS)	missing	missing	missing	50	0	5	5	34.39651951	1	3476062	3476062	33	496	263	2	488	6	0	0	0	99.43	0.53	50
MMP04487880	MarRef	GCA_900188315.1	PRJEB21432	SAMN04487880	LT897781	NZ_LT897781.1	Whole genome sequencing (WGS)	missing	missing	missing	52	3	3	3	57.23391585	1	3936236	3936236	263	506	232	0	506	0	0	0	0	100	0	0
MMP04488466	MarRef	GCA_900091425.1	PRJEB14505	SAMN04488466	LT598496	NZ_LT598496.1	Whole genome sequencing (WGS)	missing	missing	18497487	83	3	3	3	72.81294639	1	7074839	7074839	455	315	190	2	310	3	0	0	0	98.95	1.05	0
MMP04488552	MarRef	GCA_900105035.1	PRJEB16425	SAMN04488552	LT629745	NZ_LT629745.1	Whole genome sequencing (WGS)	missing	missing	missing	46	0	3	3	36.95740782	1	3545182	3545182	33	496	263	1	492	3	0	0	0	99.62	1.14	66.67
MMP04488553	MarRef	GCA_900105135.1	PRJEB16428	SAMN04488553	LT629741	NZ_LT629741.1	Whole genome sequencing (WGS)	missing	missing	missing	50	0	3	3	37.0653866	1	3158584	3158584	33	496	263	1	488	7	0	0	0	99.62	0.42	71.43
MMP04489720	MarRef	GCA_900099705.1	PRJEB15931	SAMN04489720	LT629695	NZ_LT629695.1	Whole genome sequencing (WGS)	missing	missing	18842844	46	2	2	2	72.63355036	1	3400179	3400179	69	400	198	2	391	7	0	0	0	98.99	0.96	57.14
MMP04489737	MarRef	GCA_900105865.1	PRJEB16468	SAMN04489737	LT629804	NZ_LT629804.1	Whole genome sequencing (WGS)	missing	missing	8995800	50	4	6	6	49.96632208	1	1998343	1998343	732	201	116	2	194	4	1	0	0	98.85	3.02	100
MMP04489860	MarRef	GCA_900105445.1	PRJEB16383	SAMN04489860	LT629776	NZ_LT629776.1	Whole genome sequencing (WGS)	missing	missing	19684316|22389283	46	3	3	3	70.67326025	1	2986944	2986944	580	288	173	0	287	1	0	0	0	100	0.58	100
MMP04508260	MarRef	GCA_001750185.1	PRJNA312897	SAMN04508260	CP015415|CP015416	NZ_CP015415.1:NZ_CP015416.1	Whole genome sequencing (WGS)	102	missing	27695447	2	13	12	12	41.65831357	2	6221249	4900223	26	752	296	0	749	3	0	0	0	100	0.84	0
MMP04515647	MarRef	GCA_900215505.1	PRJEB22444	SAMN04515647	LT907844	NZ_LT907844.1	Whole genome sequencing (WGS)	11	missing	missing	51	3	3	3	55.51426013	1	5110332	5110332	356	416	249	3	407	5	0	0	1	99.2	4.02	80.77
MMP04562546	MarRef	GCA_001767295.1	PRJNA315484	SAMN04562546	CP014944	NZ_CP014944.1	Whole genome sequencing (WGS)	269.35	Https://doi.org/10.1016/j.margen.2018.03.004	Https://doi.org/10.1016/j.margen.2018.03.004	75	7	6	6	37.86540898	1	4683315	4683315	52	693	297	4	680	9	0	0	0	99.14	1.52	0
MMP04562614	MarRef	GCA_001975705.1	PRJNA315492	SAMN04562614	CP015093|CP015091|CP015090|CP015092|CP015095|CP015089|CP015094|CP015097|CP015096	NZ_CP015093.1,NZ_CP015091.1,NZ_CP015090.1,NZ_CP015092.1,NZ_CP015095.1,NZ_CP015089.1,NZ_CP015094.1,NZ_CP015097.1,NZ_CP015096.1	Whole genome sequencing (WGS)	missing	missing	24969947	46	2	2	2	65.6705974	9	5259072	4246390	46	654	332	2	640	12	0	0	0	99.6	1.66	0
MMP04563574	MarRef	GCA_001969385.1	PRJNA175613	SAMN04563574	CP014796|CP014797|CP014798|CP014799|CP014800|CP014801|CP014802|CP014803|CP014804	NZ_CP014796.1,NZ_CP014797.1,NZ_CP014798.1,NZ_CP014799.1,NZ_CP014800.1,NZ_CP014801.1,NZ_CP014802.1,NZ_CP014803.1,NZ_CP014804.1	Whole genome sequencing (WGS)	25	27762339	25355706	1	4	4	4	66.62197858	9	5424264	4609584	46	654	332	4	647	3	0	0	0	99.17	0.68	33.33
MMP04572126	MarRef	GCA_001653755.1	PRJNA191952	SAMN04572126	CP015125	NZ_CP015125.1	Whole genome sequencing (WGS)	376.1	missing	16280490	48	3	3	3	38.17165683	1	3293945	3293945	33	496	263	1	489	6	0	0	0	99.62	0.51	83.33
