mmp_ID	DB	assembly_accession	bioproject_accession	biosample_accession	genbank_accession	NCBI_refseq_accession	analysis_project_type	sequencing_depth	publication_pmid	ref_biomaterial	tRNAs	rRNA5S	rRNA16S	rRNA23S	GC	contigs	Assembly_length	N50	genomes	markers	marker_sets	zero	one	two	three	four	fivepluss	Completeness	Contamination	Strain_heterogeneity
MMP07620342	MarDB	GCA_002711325.1	PRJNA391943	SAMN07620342	PAFR00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	1	1	1	0	53.06379767	62	3392130	74616	356	451	270	34	384	32	1	0	0	90.49	8.6	65.71
MMP07620429	MarDB	GCA_002711305.1	PRJNA391943	SAMN07620429	PAFQ00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	1	0	1	0	30.36669225	38	962851	36242	112	581	290	223	336	22	0	0	0	58.25	3.59	95.45
MMP07620430	MarDB	GCA_002704165.1	PRJNA391943	SAMN07620430	PAFL00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	1	0	1	0	35.04919423	44	700387	17110	1164	275	174	105	162	8	0	0	0	54.21	2.43	75
MMP07620431	MarDB	GCA_002704125.1	PRJNA391943	SAMN07620431	PAFK00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	2	0	1	0	34.28649836	36	1005737	36487	356	451	270	160	276	15	0	0	0	58.31	3.73	93.33
MMP07620343	MarDB	GCA_002704325.1	PRJNA391943	SAMN07620343	PAFJ00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	1	0	2	0	51.71279873	65	1952944	35781	356	451	270	155	280	15	1	0	0	63.4	2.68	61.11
MMP07620344	MarDB	GCA_002704105.1	PRJNA391943	SAMN07620344	PAFG00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	1	0	0	0	43.80934197	85	2136873	28951	356	451	270	88	342	21	0	0	0	75.68	4.9	80.95
MMP07620345	MarDB	GCA_002700825.1	PRJNA391943	SAMN07620345	PAEZ00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	1	0	0	0	52.16514798	57	2421174	78155	356	451	270	185	246	20	0	0	0	58.19	4.63	95
MMP07620432	MarDB	GCA_002703155.1	PRJNA391943	SAMN07620432	PAEY00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	4	0	0	0	43.54572117	69	842170	13233	356	451	270	222	217	11	1	0	0	51.3	2.74	7.14
MMP07619139	MarDB	GCA_002701105.1	PRJNA391943	SAMN07619139	PAER00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	1	0	0	0	35.38959905	48	887515	23762	1164	275	174	128	141	6	0	0	0	55.56	2.62	0
MMP07620433	MarDB	GCA_002700805.1	PRJNA391943	SAMN07620433	PAEQ00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	2	1	0	0	33.64696994	59	926550	17915	356	451	270	187	231	33	0	0	0	51.27	3.68	54.55
MMP07620434	MarDB	GCA_002701065.1	PRJNA391943	SAMN07620434	PAEN00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	1	0	0	0	31.14398952	45	1193691	36155	356	451	270	135	303	13	0	0	0	63.5	3.36	76.92
MMP07620346	MarDB	GCA_002700775.1	PRJNA391943	SAMN07620346	PAEL00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	3	0	0	0	43.75711603	130	2169398	18719	356	451	270	100	337	14	0	0	0	73.18	3.09	0
MMP07620435	MarDB	GCA_002700725.1	PRJNA391943	SAMN07620435	PAEJ00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	1	0	0	0	33.24813675	43	787199	20525	356	451	270	181	247	23	0	0	0	53.9	3.77	69.57
MMP07620347	MarDB	GCA_002700665.1	PRJNA391943	SAMN07620347	PAEF00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	1	0	0	0	51.76507269	158	2039831	13312	356	451	270	173	265	13	0	0	0	56.98	2.15	30.77
MMP07620436	MarDB	GCA_002700685.1	PRJNA391943	SAMN07620436	PAED00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	1	0	0	0	33.77236095	42	619551	14403	1164	275	174	135	132	8	0	0	0	51.22	4.6	87.5
MMP07620348	MarDB	GCA_002701035.1	PRJNA391943	SAMN07620348	PADY00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	1	0	0	0	54.74652725	55	1310200	26838	356	451	270	183	257	11	0	0	0	52.05	2.35	63.64
MMP07620437	MarDB	GCA_002700585.1	PRJNA391943	SAMN07620437	PADX00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	1	0	0	0	32.26012436	47	740738	19192	5449	102	58	64	36	2	0	0	0	55.17	3.45	100
MMP07620349	MarDB	GCA_002700945.1	PRJNA391943	SAMN07620349	PADO00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	4	1	1	0	55.07247408	37	3796047	139447	356	451	270	52	361	38	0	0	0	85.88	8.7	60.53
MMP07620350	MarDB	GCA_002699285.1	PRJNA391943	SAMN07620350	PACD00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	1	0	1	0	46.32306984	103	2262322	25939	356	451	270	94	350	7	0	0	0	76.91	1.73	57.14
MMP07620101	MarDB	GCA_002699185.1	PRJNA391943	SAMN07620101	PABG00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	1	0	0	0	64.87113409	139	2897896	24815	119	544	284	132	405	7	0	0	0	77.45	1.94	14.29
MMP07619083	MarDB	GCA_002699545.1	PRJNA391943	SAMN07619083	PABF00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	2	0	0	0	69.91522295	162	2857731	20259	356	451	270	181	263	7	0	0	0	58.82	1.34	0
MMP07620351	MarDB	GCA_002699405.1	PRJNA391943	SAMN07620351	PAAS00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	1	1	0	0	52.07233995	96	2841860	42633	356	451	270	124	322	5	0	0	0	69.88	1.6	20
MMP07619084	MarDB	GCA_002700215.1	PRJNA391943	SAMN07619084	PADD00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	2	0	0	0	31.94347652	42	944174	26436	356	451	270	191	255	5	0	0	0	50.87	1.48	80
MMP07619085	MarDB	GCA_002710975.1	PRJNA391943	SAMN07619085	PAIT00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	1	0	0	0	45.52080694	63	1436732	27699	5449	104	58	66	36	2	0	0	0	58.62	3.45	100
MMP07620352	MarDB	GCA_002705145.1	PRJNA391943	SAMN07620352	PAJE00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	1	1	1	0	43.74375616	121	3305258	35699	356	451	270	37	382	31	1	0	0	89.51	5.91	91.18
MMP07619086	MarDB	GCA_002702595.1	PRJNA391943	SAMN07619086	PAAA00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	1	0	0	0	34.34811624	74	1372576	20464	356	451	270	166	272	13	0	0	0	57.71	3.21	23.08
MMP07619087	MarDB	GCA_002698665.1	PRJNA391943	SAMN07619087	NZZP00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	2	0	0	0	31.34074816	47	1192655	29393	119	544	284	132	389	23	0	0	0	72.81	2.06	8.7
MMP07619088	MarDB	GCA_002697985.1	PRJNA391943	SAMN07619088	NZYY00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	1	0	0	0	36.6840567	48	1034692	26544	5449	104	58	25	56	23	0	0	0	63.79	3.98	0
MMP07619089	MarDB	GCA_002697925.1	PRJNA391943	SAMN07619089	NZYX00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	1	0	0	0	37.5706479	60	983398	16540	1495	261	164	129	128	4	0	0	0	53.5	2.44	50
MMP07619090	MarDB	GCA_002697945.1	PRJNA391943	SAMN07619090	NZYW00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	1	0	0	0	30.62004772	39	1227970	42472	356	451	270	173	270	7	1	0	0	58.08	2.13	20
MMP07619091	MarDB	GCA_002702235.1	PRJNA391943	SAMN07619091	NZYO00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	1	1	1	0	30.76773252	31	1098716	64687	1495	261	164	49	191	21	0	0	0	77.72	4.23	100
MMP07619092	MarDB	GCA_002702115.1	PRJNA391943	SAMN07619092	NZYI00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	1	0	0	0	36.7082367	50	1316413	32211	356	451	270	167	269	15	0	0	0	58.33	2.9	86.67
MMP07619093	MarDB	GCA_002701705.1	PRJNA391943	SAMN07619093	NZWU00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	1	0	0	0	31.27989802	45	846419	20169	1164	275	174	112	161	2	0	0	0	62.84	0.72	100
MMP07620353	MarDB	GCA_002697565.1	PRJNA391943	SAMN07620353	NZVZ00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	2	0	0	0	42.660742	105	2164960	24280	356	451	270	162	284	5	0	0	0	58.39	1.6	60
MMP07619094	MarDB	GCA_002697385.1	PRJNA391943	SAMN07619094	NZVO00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	1	0	0	0	32.07750857	64	1244043	20222	356	451	270	177	254	20	0	0	0	55.88	4.09	55
MMP07620354	MarDB	GCA_002701485.1	PRJNA391943	SAMN07620354	NZVK00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	2	0	0	0	54.92073813	88	1559451	19269	356	451	270	144	293	14	0	0	0	63.43	5	35.71
MMP07619095	MarDB	GCA_002698195.1	PRJNA391943	SAMN07619095	NZVI00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	2	0	0	0	54.6009419	105	1454713	13334	356	451	270	190	241	20	0	0	0	57.69	3.7	50
MMP07620355	MarDB	GCA_002697205.1	PRJNA391943	SAMN07620355	NZUN00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	2	1	1	0	48.9164397	160	3981412	30611	356	451	270	55	378	18	0	0	0	85.84	3.3	61.11
MMP07619096	MarDB	GCA_002698025.1	PRJNA391943	SAMN07619096	NZUL00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	1	1	0	0	42.4577319	77	1812419	27508	5449	104	58	64	39	1	0	0	0	63.79	1.72	100
MMP07620356	MarDB	GCA_002731775.1	PRJNA391943	SAMN07620356	PCCP00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	1	0	0	0	52.39392885	126	3470383	42282	356	451	270	48	397	6	0	0	0	90.56	1.48	0
MMP07620357	MarDB	GCA_002731575.1	PRJNA391943	SAMN07620357	PCCE00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	1	0	0	0	54.95518136	71	1846330	32729	356	451	270	142	306	3	0	0	0	62.84	0.93	33.33
MMP07619097	MarDB	GCA_002730855.1	PRJNA391943	SAMN07619097	PCBA00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	1	0	0	0	35.88874829	63	968075	16070	356	451	270	173	276	2	0	0	0	54.98	0.46	0
MMP07620358	MarDB	GCA_002731155.1	PRJNA391943	SAMN07620358	PCAB00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	3	0	0	0	51.98786819	163	2909046	21945	356	451	270	101	341	9	0	0	0	74.38	1.71	0
MMP07619143	MarDB	GCA_002730235.1	PRJNA391943	SAMN07619143	PBZS00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	1	0	0	0	47.48546223	109	2099531	26349	356	451	270	76	366	9	0	0	0	83.86	3.15	11.11
MMP07619098	MarDB	GCA_002731015.1	PRJNA391943	SAMN07619098	PBZM00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	1	0	0	0	48.76219306	94	1521562	19361	356	451	270	111	334	6	0	0	0	76.68	1.79	0
MMP07619099	MarDB	GCA_002730175.1	PRJNA391943	SAMN07619099	PBZJ00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	1	0	0	0	33.60497077	59	868437	16129	5449	104	58	67	36	1	0	0	0	53.45	1.72	0
MMP07620359	MarDB	GCA_002730035.1	PRJNA391943	SAMN07620359	PBYU00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	1	1	1	0	50.49381609	107	3957445	65248	356	451	270	28	416	7	0	0	0	90.37	1.67	28.57
MMP07620360	MarDB	GCA_002729315.1	PRJNA391943	SAMN07620360	PBTW00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	2	1	1	0	51.66872701	136	2679977	22597	356	451	270	53	389	9	0	0	0	84.32	1.22	11.11
MMP07620361	MarDB	GCA_002726595.1	PRJNA391943	SAMN07620361	PBTO00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	1	0	0	0	49.53741432	164	3019873	21405	356	451	270	61	378	12	0	0	0	82.3	3.27	16.67
MMP07620362	MarDB	GCA_002726925.1	PRJNA391943	SAMN07620362	PBTJ00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	1	0	0	0	54.69955226	134	1975252	17094	356	451	270	104	343	3	1	0	0	71.74	1.34	16.67
MMP07619140	MarDB	GCA_002726125.1	PRJNA391943	SAMN07619140	PBSC00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	2	0	0	0	39.28885202	80	1820015	35542	2231	190	119	44	135	9	2	0	0	86.39	9.24	0
MMP07620363	MarDB	GCA_002725995.1	PRJNA391943	SAMN07620363	PBRQ00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	1	0	0	0	50.26732582	102	3237061	47099	356	451	270	73	366	12	0	0	0	78.94	2.81	0
MMP07620364	MarDB	GCA_002726655.1	PRJNA391943	SAMN07620364	PBRP00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	1	0	1	0	50.26886885	161	3924218	30895	356	451	270	59	372	19	1	0	0	86.01	6.05	13.64
MMP07620365	MarDB	GCA_002725285.1	PRJNA391943	SAMN07620365	PBRC00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	1	1	0	0	48.65522722	80	3828156	80168	356	451	270	75	361	14	0	0	1	81.94	5.74	8.57
MMP07620366	MarDB	GCA_002725095.1	PRJNA391943	SAMN07620366	PBQQ00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	1	0	1	0	53.29321275	88	1933006	29703	356	451	270	105	329	17	0	0	0	70.76	3.1	17.65
MMP07619100	MarDB	GCA_002725075.1	PRJNA391943	SAMN07619100	PBQO00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	1	0	0	0	52.8223654	122	1892030	16948	356	451	270	143	300	8	0	0	0	71.86	2.27	0
MMP07619101	MarDB	GCA_002725325.1	PRJNA391943	SAMN07619101	PBON00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	1	0	1	0	33.31477096	83	1045125	14631	1164	275	174	94	177	4	0	0	0	61.11	1.72	100
MMP07620367	MarDB	GCA_002728935.1	PRJNA391943	SAMN07620367	PBWF00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	1	0	0	0	52.54609603	103	1715332	21572	356	451	270	164	280	7	0	0	0	57.52	1.48	14.29
MMP07620368	MarDB	GCA_002728675.1	PRJNA391943	SAMN07620368	PBVL00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	1	0	0	0	63.36283992	252	4655006	23484	356	451	270	45	387	18	1	0	0	88.4	4.17	19.05
MMP07619102	MarDB	GCA_002728645.1	PRJNA391943	SAMN07619102	PBVI00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	1	0	1	0	31.46880134	95	1220485	16236	1164	275	174	115	156	4	0	0	0	59.01	2.3	0
MMP07619103	MarDB	GCA_002728475.1	PRJNA391943	SAMN07619103	PBUK00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	1	0	2	1	34.74678397	91	1250533	17783	356	451	270	179	258	14	0	0	0	53.78	3.46	0
MMP07620369	MarDB	GCA_002727775.1	PRJNA391943	SAMN07620369	PBUF00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	1	1	1	0	45.91714266	169	2877862	22373	356	451	270	89	350	12	0	0	0	75.96	2.97	33.33
MMP07620370	MarDB	GCA_002727755.1	PRJNA391943	SAMN07620370	PBXX00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	1	0	0	1	42.04112169	95	1994276	32484	356	451	270	125	318	7	1	0	0	68.14	2.72	20
MMP07620371	MarDB	GCA_002728445.1	PRJNA391943	SAMN07620371	PBXV00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	1	2	0	0	44.12947422	173	2013312	13782	356	451	270	172	255	24	0	0	0	58.92	4.35	4.17
MMP07619104	MarDB	GCA_002728415.1	PRJNA391943	SAMN07619104	PBXS00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	1	0	0	0	35.81311111	72	858585	13624	1164	275	174	144	121	10	0	0	0	50.87	4.31	0
MMP07619105	MarDB	GCA_002727655.1	PRJNA391943	SAMN07619105	PBXP00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	1	0	1	0	36.89573193	51	799190	19586	1164	275	174	134	130	11	0	0	0	54.65	3.74	18.18
MMP07620372	MarDB	GCA_002728365.1	PRJNA391943	SAMN07620372	PBXL00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	1	0	0	1	43.51681707	108	1516138	16847	356	451	270	165	266	19	0	1	0	53.95	3.59	4
MMP07619106	MarDB	GCA_002728395.1	PRJNA391943	SAMN07619106	PBXK00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	1	0	0	0	34.25063033	64	1228319	40487	1164	275	174	151	113	11	0	0	0	50.25	4.34	0
MMP07619107	MarDB	GCA_002727535.1	PRJNA391943	SAMN07619107	PBXH00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	1	0	0	0	32.91249785	53	714531	15686	1164	275	174	91	182	2	0	0	0	60.2	0.43	100
MMP07619108	MarDB	GCA_002728355.1	PRJNA391943	SAMN07619108	PBXG00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	4	1	0	0	32.0470791	33	965439	69394	119	544	284	158	374	12	0	0	0	68.58	2.17	75
MMP07619109	MarDB	GCA_002727375.1	PRJNA391943	SAMN07619109	PBWT00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	4	0	0	0	27.97172934	53	974155	27492	5449	104	58	61	41	2	0	0	0	56.9	3.45	0
MMP07619141	MarDB	GCA_002714505.1	PRJNA391943	SAMN07619141	PAXP00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	1	0	0	0	39.11420405	51	1212943	26437	1164	275	174	139	133	3	0	0	0	56.18	1.44	33.33
MMP07619110	MarDB	GCA_002714245.1	PRJNA391943	SAMN07619110	PAWX00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	1	0	0	0	48.69371888	73	1870654	27755	356	451	270	105	330	16	0	0	0	75.37	1.19	0
MMP07620373	MarDB	GCA_002714125.1	PRJNA391943	SAMN07620373	PAWP00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	1	0	0	0	57.69195227	125	3657576	35563	356	451	270	113	331	6	1	0	0	73.05	2.41	44.44
MMP07620374	MarDB	GCA_002714195.1	PRJNA391943	SAMN07620374	PAWK00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	1	0	0	0	42.38730955	85	2030629	27478	356	451	270	93	344	13	1	0	0	72.69	3.83	18.75
MMP07619111	MarDB	GCA_002714015.1	PRJNA391943	SAMN07619111	PAWF00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	1	0	0	0	37.26638111	56	2352603	52034	2231	190	119	10	152	28	0	0	0	93.91	8.19	46.43
MMP07619112	MarDB	GCA_002713105.1	PRJNA391943	SAMN07619112	PAVQ00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	3	0	0	0	33.85986081	54	1146189	22392	899	312	185	137	170	5	0	0	0	56.06	2.34	0
MMP07620375	MarDB	GCA_002713855.1	PRJNA391943	SAMN07620375	PAVK00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	1	1	1	0	43.95844299	79	1852395	26116	356	451	270	196	229	25	1	0	0	54.92	3.7	67.86
MMP07620376	MarDB	GCA_002713085.1	PRJNA391943	SAMN07620376	PAVI00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	1	0	0	0	46.60075596	58	2264680	47890	356	451	270	121	305	24	1	0	0	68.5	4.41	40.74
MMP07619113	MarDB	GCA_002712775.1	PRJNA391943	SAMN07619113	PAUR00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	1	0	1	0	34.49085215	19	1383822	97911	356	451	270	159	276	16	0	0	0	59.07	3.51	25
MMP07619114	MarDB	GCA_002712225.1	PRJNA391943	SAMN07619114	PASY00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	1	1	1	0	42.71369361	36	2177475	84102	5449	104	58	1	84	19	0	0	0	98.28	9.48	94.74
MMP07620377	MarDB	GCA_002712135.1	PRJNA391943	SAMN07620377	PASO00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	1	1	1	0	48.61833351	71	3157998	66855	356	451	270	37	402	12	0	0	0	89.4	3.15	25
MMP07620378	MarDB	GCA_002711845.1	PRJNA391943	SAMN07620378	PASF00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	1	0	0	0	57.71596963	15	3591292	363525	356	451	270	8	431	12	0	0	0	97.41	2.28	75
MMP07620379	MarDB	GCA_002712055.1	PRJNA391943	SAMN07620379	PARV00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	1	0	0	0	45.91189487	59	2065101	41592	356	451	270	102	342	7	0	0	0	72.83	1.36	28.57
MMP07619115	MarDB	GCA_002707915.1	PRJNA391943	SAMN07619115	PAOE00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	2	0	0	0	35.97961652	52	1238454	26232	899	312	185	109	200	3	0	0	0	66.47	1.62	33.33
MMP07619116	MarDB	GCA_002708355.1	PRJNA391943	SAMN07619116	PANJ00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	2	0	0	0	29.68615718	40	996040	28472	1495	261	164	111	138	12	0	0	0	55.59	4.88	0
MMP07619117	MarDB	GCA_002707385.1	PRJNA391943	SAMN07619117	PAMU00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	2	0	0	0	31.27768989	31	817311	28380	119	544	284	216	311	16	1	0	0	54.77	2.96	73.68
MMP07620380	MarDB	GCA_002708205.1	PRJNA391943	SAMN07620380	PAMR00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	1	0	0	0	46.08599259	75	2543940	40977	356	451	270	94	349	8	0	0	0	74.91	1.85	0
MMP07619118	MarDB	GCA_002707325.1	PRJNA391943	SAMN07619118	PAMO00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	1	0	0	0	43.76327101	43	853364	21649	5449	104	58	57	46	1	0	0	0	56.11	0.86	100
MMP07620381	MarDB	GCA_002706685.1	PRJNA391943	SAMN07620381	PALV00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	1	1	0	0	55.15727377	24	3640499	252815	356	451	270	8	440	3	0	0	0	97.41	0.43	0
MMP07620382	MarDB	GCA_002710315.1	PRJNA391943	SAMN07620382	PAJX00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	1	0	1	0	49.15335498	58	2732373	64157	356	451	270	14	432	5	0	0	0	95.25	1.3	0
MMP07619119	MarDB	GCA_002710265.1	PRJNA391943	SAMN07619119	PAJW00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	1	0	0	0	32.60177267	43	1167504	35515	1164	275	174	106	166	3	0	0	0	64.32	1.15	0
MMP07620383	MarDB	GCA_002711495.1	PRJNA391943	SAMN07620383	PARM00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	1	0	1	0	43.00574321	56	1848967	36038	356	451	270	107	339	5	0	0	0	70.74	1.67	20
MMP07619120	MarDB	GCA_002711435.1	PRJNA391943	SAMN07619120	PARH00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	2	0	0	0	34.83176512	23	686451	33165	1164	275	174	116	157	2	0	0	0	51.25	1.15	100
MMP07620384	MarDB	GCA_002708765.1	PRJNA391943	SAMN07620384	PAPD00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	1	1	1	0	44.78832037	61	2650633	54192	356	451	270	60	380	10	1	0	0	82.73	3.09	23.08
MMP07620385	MarDB	GCA_002723195.1	PRJNA391943	SAMN07620385	PBNR00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	1	0	1	0	43.72726024	86	3632679	59058	356	451	270	65	366	19	1	0	0	81.28	3.21	77.27
MMP07619121	MarDB	GCA_002721955.1	PRJNA391943	SAMN07619121	PBMA00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	2	0	0	0	46.37949472	79	2133031	30870	5449	104	58	47	45	12	0	0	0	53.45	1.88	0
MMP07619122	MarDB	GCA_002721635.1	PRJNA391943	SAMN07619122	PBLB00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	1	0	1	0	39.71528585	44	1577793	42933	119	544	284	231	306	7	0	0	0	54.71	1.82	0
MMP07619123	MarDB	GCA_002721465.1	PRJNA391943	SAMN07619123	PBKO00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	3	1	0	0	31.40337929	21	986362	76387	1164	275	174	73	199	3	0	0	0	66.81	1.44	0
MMP07619124	MarDB	GCA_002721385.1	PRJNA391943	SAMN07619124	PBKI00000000	missing	Metagenome assembled genome (MAG)	missing	10.1038/sdata.2017.203	missing	1	0	0	0	31.70743343	22	775550	52363	1164	275	174	117	158	0	0	0	0	50.77	0	0
